loan_id,date_id,event_date,user_id,book_id,branch_id,category_id,loan_date,due_date,return_date,loan_duration_days,days_overdue,penalty_amount,quantity
L013502,20251009,2025-10-09,70,57,1,8,2025-10-09,2025-10-23,2025-10-23,14,0,0.0,1
L013503,20250514,2025-05-14,450,41,2,6,2025-05-14,2025-05-28,2025-05-28,14,0,0.0,1
L013504,20250916,2025-09-16,333,19,1,3,2025-09-16,2025-10-14,2025-10-14,28,0,0.0,1
L013505,20260101,2026-01-01,299,9,1,2,2026-01-01,2026-01-15,2026-01-27,26,15,4.5,1
L013506,20260102,2026-01-02,175,15,2,2,2026-01-02,2026-01-16,2026-01-16,14,0,0.0,1
L013507,20260109,2026-01-09,398,51,2,7,2026-01-09,2026-02-06,2026-02-02,24,0,0.0,1
L013508,20250522,2025-05-22,412,30,6,4,2025-05-22,2025-06-19,2025-07-10,49,21,6.3,1
L013509,20251217,2025-12-17,333,5,1,1,2025-12-17,2026-01-14,2026-01-14,28,0,0.0,1
L013510,20250127,2025-01-27,326,51,1,7,2025-01-27,2025-02-10,2025-02-10,14,0,0.0,1
L013511,20250701,2025-07-01,242,65,1,9,2025-07-01,2025-07-15,2025-07-14,13,0,0.0,1
L013512,20251024,2025-10-24,50,1,5,1,2025-10-24,2025-11-07,2025-11-07,14,0,0.0,1
L013513,20251216,2025-12-16,450,41,3,6,2025-12-16,2025-12-30,2025-12-30,14,0,0.0,1
L013514,20260430,2026-04-30,9,36,1,5,2026-04-30,2026-05-14,2026-05-12,12,0,0.0,1
L013515,20250331,2025-03-31,244,15,6,2,2025-03-31,2025-04-14,2025-04-14,14,0,0.0,1
L013516,20260306,2026-03-06,187,33,2,5,2026-03-06,2026-03-20,2026-03-17,11,0,0.0,1
L013517,20250405,2025-04-05,359,26,1,4,2025-04-05,2025-05-03,2025-05-03,28,0,0.0,1
L013518,20251006,2025-10-06,340,60,1,8,2025-10-06,2025-11-03,2025-11-03,28,0,0.0,1
L013519,20260219,2026-02-19,299,12,5,2,2026-02-19,2026-03-05,2026-03-10,19,5,1.5,1
L013520,20251230,2025-12-30,49,17,1,3,2025-12-30,2026-01-27,2026-01-25,26,0,0.0,1
L013521,20260320,2026-03-20,134,33,2,5,2026-03-20,2026-04-03,2026-04-03,14,0,0.0,1
L013522,20260209,2026-02-09,57,49,1,7,2026-02-09,2026-02-23,2026-02-23,14,0,0.0,1
L013523,20250303,2025-03-03,441,11,1,2,2025-03-03,2025-03-31,2025-03-31,28,0,0.0,1
L013524,20260528,2026-05-28,72,5,5,1,2026-05-28,2026-06-11,,3,0,0.0,1
L013525,20260509,2026-05-09,436,36,1,5,2026-05-09,2026-06-06,,22,0,0.0,1
L013526,20250606,2025-06-06,70,64,1,8,2025-06-06,2025-06-20,2025-06-25,19,5,1.5,1
L013527,20241006,2024-10-06,396,40,6,5,2024-10-06,2024-10-20,2024-10-20,14,0,0.0,1
L013528,20250328,2025-03-28,274,35,1,5,2025-03-28,2025-04-11,2025-04-08,11,0,0.0,1
L013529,20260226,2026-02-26,380,17,6,3,2026-02-26,2026-03-26,2026-03-26,28,0,0.0,1
L013530,20260514,2026-05-14,301,12,1,2,2026-05-14,2026-06-11,,17,0,0.0,1
L013531,20260223,2026-02-23,352,52,2,7,2026-02-23,2026-03-23,2026-03-23,28,0,0.0,1
L013532,20250523,2025-05-23,339,41,2,6,2025-05-23,2025-06-06,2025-06-03,11,0,0.0,1
L013533,20241013,2024-10-13,142,35,3,5,2024-10-13,2024-10-27,2024-10-25,12,0,0.0,1
L013534,20250913,2025-09-13,421,69,2,9,2025-09-13,2025-10-11,2025-10-09,26,0,0.0,1
L013535,20250516,2025-05-16,305,2,6,1,2025-05-16,2025-06-13,2025-06-24,39,11,3.3,1
L013536,20241207,2024-12-07,119,68,1,9,2024-12-07,2024-12-21,2024-12-20,13,0,0.0,1
L013537,20241127,2024-11-27,163,31,1,4,2024-11-27,2024-12-11,2024-12-11,14,0,0.0,1
L013538,20241221,2024-12-21,255,47,1,6,2024-12-21,2025-01-18,2025-01-18,28,0,0.0,1
L013539,20250113,2025-01-13,399,14,3,2,2025-01-13,2025-01-27,2025-01-26,13,0,0.0,1
L013540,20260109,2026-01-09,363,47,5,6,2026-01-09,2026-02-06,2026-02-13,35,8,2.4,1
L013541,20250519,2025-05-19,162,34,3,5,2025-05-19,2025-06-16,2025-06-16,28,0,0.0,1
L013542,20250609,2025-06-09,321,2,1,1,2025-06-09,2025-06-23,2025-06-21,12,1,0.3,1
L013543,20251105,2025-11-05,2,46,1,6,2025-11-05,2025-11-19,2025-12-10,35,21,6.3,1
L013544,20260518,2026-05-18,170,15,4,2,2026-05-18,2026-06-15,,13,0,0.0,1
L013545,20260112,2026-01-12,385,25,3,4,2026-01-12,2026-01-26,2026-02-09,28,14,4.2,1
L013546,20251130,2025-11-30,87,20,6,3,2025-11-30,2025-12-14,2025-12-20,20,7,2.1,1
L013547,20260107,2026-01-07,186,10,5,2,2026-01-07,2026-02-04,2026-02-21,45,17,5.1,1
L013548,20251229,2025-12-29,2,28,1,4,2025-12-29,2026-01-12,2026-01-08,10,0,0.0,1
L013549,20251217,2025-12-17,14,64,4,8,2025-12-17,2025-12-31,2025-12-31,14,0,0.0,1
L013550,20250830,2025-08-30,86,33,5,5,2025-08-30,2025-09-27,2025-09-27,28,0,0.0,1
L013551,20251015,2025-10-15,62,11,5,2,2025-10-15,2025-10-29,2025-10-29,14,0,0.0,1
L013552,20250619,2025-06-19,241,31,2,4,2025-06-19,2025-07-03,2025-07-10,21,7,2.1,1
L013553,20250523,2025-05-23,405,1,1,1,2025-05-23,2025-06-20,2025-06-20,28,0,0.0,1
L013554,20250226,2025-02-26,53,14,2,2,2025-02-26,2025-03-12,2025-03-10,12,0,0.0,1
L013555,20250507,2025-05-07,398,12,2,2,2025-05-07,2025-06-04,2025-06-04,28,0,0.0,1
L013556,20250605,2025-06-05,315,14,1,2,2025-06-05,2025-06-19,2025-06-16,11,0,0.0,1
L013557,20251022,2025-10-22,97,4,6,1,2025-10-22,2025-11-05,2025-11-05,14,0,0.0,1
L013558,20250902,2025-09-02,156,25,1,4,2025-09-02,2025-09-30,2025-09-29,27,0,0.0,1
L013559,20241129,2024-11-29,114,61,2,8,2024-11-29,2024-12-13,2024-12-09,10,0,0.0,1
L013560,20250501,2025-05-01,362,12,1,2,2025-05-01,2025-05-29,2025-05-29,28,0,0.0,1
L013561,20250515,2025-05-15,334,1,3,1,2025-05-15,2025-05-29,2025-05-29,14,0,0.0,1
L013562,20251224,2025-12-24,162,39,3,5,2025-12-24,2026-01-21,2026-01-22,29,2,0.6,1
L013563,20250425,2025-04-25,34,46,4,6,2025-04-25,2025-05-09,2025-05-08,13,0,0.0,1
L013564,20240906,2024-09-06,97,9,6,2,2024-09-06,2024-09-20,2024-10-03,27,13,3.9,1
L013565,20241104,2024-11-04,299,10,4,2,2024-11-04,2024-11-18,2024-11-18,14,0,0.0,1
L013566,20250901,2025-09-01,56,54,6,7,2025-09-01,2025-09-15,2025-09-18,17,4,1.2,1
L013567,20250106,2025-01-06,256,26,1,4,2025-01-06,2025-01-20,2025-01-20,14,0,0.0,1
L013568,20250825,2025-08-25,294,10,1,2,2025-08-25,2025-09-22,2025-09-22,28,0,0.0,1
L013569,20251020,2025-10-20,321,4,1,1,2025-10-20,2025-11-03,2025-11-03,14,0,0.0,1
L013570,20260508,2026-05-08,71,40,5,5,2026-05-08,2026-05-22,,23,0,0.0,1
L013571,20251203,2025-12-03,223,17,6,3,2025-12-03,2025-12-31,2026-01-14,42,15,4.5,1
L013572,20240924,2024-09-24,226,67,3,9,2024-09-24,2024-10-08,2024-10-08,14,0,0.0,1
L013573,20250518,2025-05-18,381,34,1,5,2025-05-18,2025-06-01,2025-06-15,28,18,5.4,1
L013574,20260123,2026-01-23,231,34,5,5,2026-01-23,2026-02-06,2026-02-25,33,20,6.0,1
L013575,20250217,2025-02-17,201,31,5,4,2025-02-17,2025-03-17,2025-03-17,28,0,0.0,1
L013576,20260505,2026-05-05,71,14,5,2,2026-05-05,2026-05-19,2026-05-23,18,5,1.5,1
L013577,20250920,2025-09-20,322,35,2,5,2025-09-20,2025-10-18,2025-10-28,38,10,3.0,1
L013578,20241113,2024-11-13,296,64,5,8,2024-11-13,2024-12-11,2024-12-11,28,0,0.0,1
L013579,20250129,2025-01-29,331,69,6,9,2025-01-29,2025-02-12,2025-02-13,15,1,0.3,1
L013580,20260425,2026-04-25,309,59,5,8,2026-04-25,2026-05-09,2026-05-09,14,0,0.0,1
L013581,20260528,2026-05-28,398,6,2,1,2026-05-28,2026-06-25,,3,0,0.0,1
L013582,20260320,2026-03-20,398,42,2,6,2026-03-20,2026-04-17,2026-04-17,28,0,0.0,1
L013583,20250415,2025-04-15,164,42,2,6,2025-04-15,2025-04-29,2025-04-29,14,0,0.0,1
L013584,20260115,2026-01-15,107,15,1,2,2026-01-15,2026-01-29,2026-01-29,14,0,0.0,1
L013585,20250120,2025-01-20,419,52,1,7,2025-01-20,2025-02-03,2025-02-03,14,0,0.0,1
L013586,20250519,2025-05-19,327,58,1,8,2025-05-19,2025-06-02,2025-06-11,23,9,2.7,1
L013587,20251219,2025-12-19,438,51,5,7,2025-12-19,2026-01-02,2026-01-01,13,3,0.9,1
L013588,20260520,2026-05-20,244,69,6,9,2026-05-20,2026-06-03,,11,0,0.0,1
L013589,20250610,2025-06-10,432,19,6,3,2025-06-10,2025-07-08,2025-07-08,28,0,0.0,1
L013590,20250828,2025-08-28,71,11,3,2,2025-08-28,2025-09-11,2025-09-09,12,0,0.0,1
L013591,20250118,2025-01-18,283,11,1,2,2025-01-18,2025-02-01,2025-02-01,14,0,0.0,1
L013592,20250527,2025-05-27,244,25,6,4,2025-05-27,2025-06-10,2025-06-07,11,0,0.0,1
L013593,20241017,2024-10-17,3,15,2,2,2024-10-17,2024-11-14,2024-11-27,41,14,4.2,1
L013594,20260317,2026-03-17,113,67,4,9,2026-03-17,2026-03-31,2026-03-27,10,0,0.0,1
L013595,20240918,2024-09-18,88,3,2,1,2024-09-18,2024-10-16,2024-10-16,28,0,0.0,1
L013596,20251215,2025-12-15,38,56,2,7,2025-12-15,2026-01-12,2026-01-12,28,0,0.0,1
L013597,20250228,2025-02-28,426,56,5,7,2025-02-28,2025-03-14,2025-03-23,23,9,2.7,1
L013598,20250630,2025-06-30,435,31,4,4,2025-06-30,2025-07-14,2025-07-23,23,9,2.7,1
L013599,20250307,2025-03-07,402,27,5,4,2025-03-07,2025-04-04,2025-04-04,28,0,0.0,1
L013600,20250526,2025-05-26,449,51,5,7,2025-05-26,2025-06-23,2025-07-02,37,9,2.7,1
L013601,20251002,2025-10-02,380,44,2,6,2025-10-02,2025-10-30,2025-10-30,28,0,0.0,1
L013602,20251127,2025-11-27,421,69,2,9,2025-11-27,2025-12-25,2025-12-26,29,1,0.3,1
L013603,20260511,2026-05-11,115,44,1,6,2026-05-11,2026-05-25,2026-05-25,14,0,0.0,1
L013604,20250425,2025-04-25,140,40,3,5,2025-04-25,2025-05-23,2025-06-13,49,21,6.3,1
L013605,20251027,2025-10-27,396,62,6,8,2025-10-27,2025-11-10,2025-11-10,14,0,0.0,1
L013606,20260422,2026-04-22,234,71,1,9,2026-04-22,2026-05-20,2026-05-20,28,0,0.0,1
L013607,20250317,2025-03-17,331,66,6,9,2025-03-17,2025-03-31,2025-03-31,14,0,0.0,1
L013608,20260323,2026-03-23,267,1,5,1,2026-03-23,2026-04-06,2026-04-02,10,0,0.0,1
L013609,20260516,2026-05-16,163,17,1,3,2026-05-16,2026-05-30,2026-05-30,14,0,0.0,1
L013610,20260308,2026-03-08,155,56,1,7,2026-03-08,2026-04-05,2026-04-05,28,0,0.0,1
L013611,20251016,2025-10-16,344,9,6,2,2025-10-16,2025-11-13,2025-11-13,28,0,0.0,1
L013612,20251230,2025-12-30,255,41,5,6,2025-12-30,2026-01-27,2026-01-27,28,0,0.0,1
L013613,20250713,2025-07-13,186,51,1,7,2025-07-13,2025-08-10,2025-08-10,28,0,0.0,1
L013614,20251104,2025-11-04,295,41,3,6,2025-11-04,2025-11-18,2025-11-18,14,0,0.0,1
L013615,20260522,2026-05-22,206,35,4,5,2026-05-22,2026-06-19,,9,0,0.0,1
L013616,20250207,2025-02-07,234,19,1,3,2025-02-07,2025-03-07,2025-03-07,28,0,0.0,1
L013617,20260123,2026-01-23,319,64,4,8,2026-01-23,2026-02-20,2026-03-10,46,18,5.4,1
L013618,20250905,2025-09-05,223,21,1,3,2025-09-05,2025-10-03,2025-10-03,28,0,0.0,1
L013619,20250101,2025-01-01,427,4,3,1,2025-01-01,2025-01-15,2025-01-15,14,0,0.0,1
L013620,20251128,2025-11-28,238,33,3,5,2025-11-28,2025-12-12,2025-12-12,14,0,0.0,1
L013621,20260123,2026-01-23,432,40,1,5,2026-01-23,2026-02-20,2026-02-20,28,0,0.0,1
L013622,20251016,2025-10-16,390,29,3,4,2025-10-16,2025-10-30,2025-10-30,14,0,0.0,1
L013623,20260227,2026-02-27,402,63,5,8,2026-02-27,2026-03-27,2026-03-24,25,0,0.0,1
L013624,20250512,2025-05-12,349,17,5,3,2025-05-12,2025-05-26,2025-05-26,14,0,0.0,1
L013625,20260501,2026-05-01,292,15,4,2,2026-05-01,2026-05-29,2026-05-29,28,0,0.0,1
L013626,20251201,2025-12-01,255,41,1,6,2025-12-01,2025-12-29,2025-12-29,28,0,0.0,1
L013627,20260130,2026-01-30,265,46,4,6,2026-01-30,2026-02-27,2026-02-27,28,0,0.0,1
L013628,20250227,2025-02-27,118,14,2,2,2025-02-27,2025-03-13,2025-03-12,13,0,0.0,1
L013629,20250612,2025-06-12,126,43,2,6,2025-06-12,2025-06-26,2025-07-03,21,8,2.4,1
L013630,20260428,2026-04-28,19,11,1,2,2026-04-28,2026-05-26,2026-05-26,28,0,0.0,1
L013631,20241009,2024-10-09,344,3,2,1,2024-10-09,2024-11-06,2024-11-19,41,13,3.9,1
L013632,20250527,2025-05-27,71,14,6,2,2025-05-27,2025-06-10,2025-06-10,14,0,0.0,1
L013633,20260120,2026-01-20,280,12,1,2,2026-01-20,2026-02-17,2026-02-17,28,0,0.0,1
L013634,20260107,2026-01-07,80,55,5,7,2026-01-07,2026-01-21,2026-01-21,14,0,0.0,1
L013635,20260311,2026-03-11,42,51,3,7,2026-03-11,2026-03-25,2026-03-22,11,0,0.0,1
L013636,20260105,2026-01-05,255,42,1,6,2026-01-05,2026-02-02,2026-02-21,47,19,5.7,1
L013637,20260513,2026-05-13,398,27,2,4,2026-05-13,2026-06-10,,18,0,0.0,1
L013638,20250901,2025-09-01,186,63,3,8,2025-09-01,2025-09-29,2025-09-29,28,0,0.0,1
L013639,20251121,2025-11-21,416,65,1,9,2025-11-21,2025-12-05,2025-12-05,14,0,0.0,1
L013640,20260309,2026-03-09,5,11,4,2,2026-03-09,2026-04-06,2026-04-06,28,0,0.0,1
L013641,20251222,2025-12-22,228,33,1,5,2025-12-22,2026-01-05,2026-01-17,26,14,4.2,1
L013642,20241123,2024-11-23,86,35,5,5,2024-11-23,2024-12-21,2024-12-17,24,0,0.0,1
L013643,20250512,2025-05-12,165,35,2,5,2025-05-12,2025-06-09,2025-06-07,26,0,0.0,1
L013644,20251006,2025-10-06,15,17,1,3,2025-10-06,2025-10-20,2025-10-22,16,2,0.6,1
L013645,20260110,2026-01-10,20,24,6,3,2026-01-10,2026-01-24,2026-01-20,10,0,0.0,1
L013646,20250930,2025-09-30,327,67,1,9,2025-09-30,2025-10-14,2025-10-14,14,0,0.0,1
L013647,20260119,2026-01-19,307,12,2,2,2026-01-19,2026-02-16,2026-02-16,28,0,0.0,1
L013648,20260227,2026-02-27,121,33,2,5,2026-02-27,2026-03-13,2026-03-13,14,0,0.0,1
L013649,20250220,2025-02-20,405,21,1,3,2025-02-20,2025-03-20,2025-03-20,28,0,0.0,1
L013650,20251118,2025-11-18,321,19,2,3,2025-11-18,2025-12-02,2025-12-01,13,0,0.0,1
L013651,20251008,2025-10-08,171,19,6,3,2025-10-08,2025-10-22,2025-10-19,11,0,0.0,1
L013652,20250121,2025-01-21,201,41,5,6,2025-01-21,2025-02-18,2025-02-23,33,9,2.7,1
L013653,20250810,2025-08-10,157,37,6,5,2025-08-10,2025-09-07,2025-09-07,28,0,0.0,1
L013654,20251003,2025-10-03,380,25,2,4,2025-10-03,2025-10-31,2025-10-27,24,0,0.0,1
L013655,20260211,2026-02-11,242,35,1,5,2026-02-11,2026-02-25,2026-02-28,17,3,0.9,1
L013656,20250618,2025-06-18,78,28,1,4,2025-06-18,2025-07-02,2025-07-03,15,1,0.3,1
L013657,20241031,2024-10-31,118,20,2,3,2024-10-31,2024-11-14,2024-11-28,28,18,5.4,1
L013658,20250801,2025-08-01,160,69,4,9,2025-08-01,2025-08-29,2025-08-29,28,0,0.0,1
L013659,20260227,2026-02-27,200,1,2,1,2026-02-27,2026-03-13,2026-03-13,14,0,0.0,1
L013660,20251017,2025-10-17,285,58,5,8,2025-10-17,2025-10-31,2025-10-31,14,0,0.0,1
L013661,20250412,2025-04-12,434,51,1,7,2025-04-12,2025-04-26,2025-05-15,33,21,6.3,1
L013662,20260504,2026-05-04,143,63,1,8,2026-05-04,2026-06-01,,27,0,0.0,1
L013663,20241223,2024-12-23,168,9,4,2,2024-12-23,2025-01-06,2025-01-02,10,0,0.0,1
L013664,20250421,2025-04-21,15,1,2,1,2025-04-21,2025-05-05,2025-05-05,14,0,0.0,1
L013665,20250609,2025-06-09,187,44,2,6,2025-06-09,2025-06-23,2025-06-20,11,0,0.0,1
L013666,20260105,2026-01-05,318,31,5,4,2026-01-05,2026-01-19,2026-01-18,13,0,0.0,1
L013667,20260226,2026-02-26,433,52,1,7,2026-02-26,2026-03-12,2026-03-12,14,0,0.0,1
L013668,20241015,2024-10-15,342,19,5,3,2024-10-15,2024-11-12,2024-11-09,25,0,0.0,1
L013669,20260123,2026-01-23,71,25,3,4,2026-01-23,2026-02-06,2026-02-10,18,4,1.2,1
L013670,20251230,2025-12-30,402,26,5,4,2025-12-30,2026-01-27,2026-02-17,49,21,6.3,1
L013671,20260416,2026-04-16,385,41,3,6,2026-04-16,2026-04-30,2026-04-28,12,0,0.0,1
L013672,20260421,2026-04-21,111,40,5,5,2026-04-21,2026-05-05,2026-05-02,11,0,0.0,1
L013673,20260119,2026-01-19,421,70,2,9,2026-01-19,2026-02-16,2026-02-16,28,0,0.0,1
L013674,20250107,2025-01-07,328,3,1,1,2025-01-07,2025-01-21,2025-01-21,14,0,0.0,1
L013675,20250408,2025-04-08,362,25,2,4,2025-04-08,2025-05-06,2025-05-06,28,0,0.0,1
L013676,20260508,2026-05-08,223,11,6,2,2026-05-08,2026-06-05,,23,0,0.0,1
L013677,20251105,2025-11-05,118,13,4,2,2025-11-05,2025-11-19,2025-11-19,14,3,0.9,1
L013678,20250926,2025-09-26,365,25,2,4,2025-09-26,2025-10-10,2025-10-06,10,0,0.0,1
L013679,20260501,2026-05-01,234,19,1,3,2026-05-01,2026-05-29,2026-05-28,27,0,0.0,1
L013680,20260330,2026-03-30,436,40,1,5,2026-03-30,2026-04-27,2026-04-26,27,0,0.0,1
L013681,20260101,2026-01-01,88,52,2,7,2026-01-01,2026-01-29,2026-01-29,28,0,0.0,1
L013682,20260406,2026-04-06,186,13,1,2,2026-04-06,2026-05-04,2026-05-04,28,0,0.0,1
L013683,20241203,2024-12-03,340,69,5,9,2024-12-03,2024-12-31,2024-12-27,24,0,0.0,1
L013684,20260112,2026-01-12,273,24,5,3,2026-01-12,2026-01-26,2026-01-24,12,0,0.0,1
L013685,20260519,2026-05-19,213,47,1,6,2026-05-19,2026-06-02,2026-05-30,11,0,0.0,1
L013686,20241007,2024-10-07,324,26,2,4,2024-10-07,2024-11-04,2024-11-04,28,0,0.0,1
L013687,20250120,2025-01-20,340,65,2,9,2025-01-20,2025-02-17,2025-02-14,25,0,0.0,1
L013688,20260123,2026-01-23,276,18,3,3,2026-01-23,2026-02-20,2026-02-20,28,0,0.0,1
L013689,20250915,2025-09-15,165,63,2,8,2025-09-15,2025-10-13,2025-10-16,31,3,0.9,1
L013690,20241106,2024-11-06,296,58,5,8,2024-11-06,2024-12-04,2024-12-17,41,13,3.9,1
L013691,20250224,2025-02-24,262,57,4,8,2025-02-24,2025-03-10,2025-03-06,10,0,0.0,1
L013692,20250417,2025-04-17,364,58,2,8,2025-04-17,2025-05-01,2025-05-01,14,0,0.0,1
L013693,20250415,2025-04-15,307,1,2,1,2025-04-15,2025-05-13,2025-05-10,25,0,0.0,1
L013694,20260402,2026-04-02,244,19,4,3,2026-04-02,2026-04-16,2026-04-16,14,0,0.0,1
L013695,20251205,2025-12-05,11,1,1,1,2025-12-05,2026-01-02,2026-01-20,46,21,6.3,1
L013696,20260104,2026-01-04,95,29,2,4,2026-01-04,2026-01-18,2026-01-18,14,0,0.0,1
L013697,20240911,2024-09-11,172,42,1,6,2024-09-11,2024-09-25,2024-09-25,14,0,0.0,1
L013698,20250605,2025-06-05,292,9,4,2,2025-06-05,2025-07-03,2025-07-03,28,0,0.0,1
L013699,20250411,2025-04-11,363,47,5,6,2025-04-11,2025-05-09,2025-05-05,24,0,0.0,1
L013700,20260311,2026-03-11,432,11,5,2,2026-03-11,2026-04-08,2026-04-08,28,0,0.0,1
L013701,20260515,2026-05-15,289,69,2,9,2026-05-15,2026-05-29,2026-05-26,11,0,0.0,1
L013702,20250604,2025-06-04,338,4,5,1,2025-06-04,2025-07-02,2025-07-02,28,0,0.0,1
L013703,20260521,2026-05-21,296,60,4,8,2026-05-21,2026-06-18,,10,0,0.0,1
L013704,20240911,2024-09-11,213,26,1,4,2024-09-11,2024-09-25,2024-09-28,17,3,0.9,1
L013705,20250418,2025-04-18,294,11,1,2,2025-04-18,2025-05-16,2025-05-16,28,0,0.0,1
L013706,20260117,2026-01-17,197,52,5,7,2026-01-17,2026-01-31,2026-01-31,14,0,0.0,1
L013707,20250509,2025-05-09,221,3,4,1,2025-05-09,2025-05-23,2025-05-23,14,0,0.0,1
L013708,20260504,2026-05-04,414,15,1,2,2026-05-04,2026-05-18,2026-05-18,14,0,0.0,1
L013709,20250117,2025-01-17,268,68,5,9,2025-01-17,2025-01-31,2025-02-08,22,10,3.0,1
L013710,20260124,2026-01-24,61,50,5,7,2026-01-24,2026-02-21,2026-02-21,28,0,0.0,1
L013711,20250111,2025-01-11,252,33,2,5,2025-01-11,2025-02-08,2025-02-08,28,0,0.0,1
L013712,20250109,2025-01-09,429,63,2,8,2025-01-09,2025-01-23,2025-01-29,20,8,2.4,1
L013713,20250612,2025-06-12,61,41,1,6,2025-06-12,2025-07-10,2025-07-10,28,0,0.0,1
L013714,20260512,2026-05-12,438,34,2,5,2026-05-12,2026-05-26,2026-05-26,14,0,0.0,1
L013715,20251027,2025-10-27,446,54,2,7,2025-10-27,2025-11-10,2025-11-10,14,0,0.0,1
L013716,20251125,2025-11-25,267,31,6,4,2025-11-25,2025-12-09,2025-12-24,29,16,4.8,1
L013717,20240908,2024-09-08,170,12,1,2,2024-09-08,2024-10-06,2024-10-24,46,18,5.4,1
L013718,20241013,2024-10-13,5,33,4,5,2024-10-13,2024-11-10,2024-11-06,24,0,0.0,1
L013719,20241021,2024-10-21,9,67,5,9,2024-10-21,2024-11-04,2024-11-04,14,0,0.0,1
L013720,20260212,2026-02-12,193,1,2,1,2026-02-12,2026-03-12,2026-03-12,28,0,0.0,1
L013721,20250124,2025-01-24,362,9,1,2,2025-01-24,2025-02-21,2025-02-18,25,0,0.0,1
L013722,20250422,2025-04-22,426,17,5,3,2025-04-22,2025-05-06,2025-05-24,32,20,6.0,1
L013723,20251115,2025-11-15,88,17,2,3,2025-11-15,2025-12-13,2025-12-13,28,0,0.0,1
L013724,20251025,2025-10-25,240,34,2,5,2025-10-25,2025-11-22,2025-11-22,28,0,0.0,1
L013725,20250529,2025-05-29,247,47,3,6,2025-05-29,2025-06-12,2025-06-13,15,4,1.2,1
L013726,20240904,2024-09-04,190,52,4,7,2024-09-04,2024-10-02,2024-10-02,28,0,0.0,1
L013727,20250613,2025-06-13,258,3,1,1,2025-06-13,2025-06-27,2025-06-26,13,3,0.9,1
L013728,20260105,2026-01-05,418,71,2,9,2026-01-05,2026-02-02,2026-02-02,28,0,0.0,1
L013729,20250124,2025-01-24,215,25,1,4,2025-01-24,2025-02-07,2025-02-16,23,10,3.0,1
L013730,20251224,2025-12-24,80,37,5,5,2025-12-24,2026-01-07,2026-01-07,14,0,0.0,1
L013731,20240912,2024-09-12,314,58,3,8,2024-09-12,2024-10-10,2024-10-10,28,0,0.0,1
L013732,20260427,2026-04-27,19,67,1,9,2026-04-27,2026-05-25,2026-05-25,28,0,0.0,1
L013733,20260514,2026-05-14,425,64,1,8,2026-05-14,2026-05-28,,17,0,0.0,1
L013734,20240903,2024-09-03,425,25,5,4,2024-09-03,2024-09-17,2024-09-17,14,0,0.0,1
L013735,20250617,2025-06-17,56,68,2,9,2025-06-17,2025-07-01,2025-07-01,14,0,0.0,1
L013736,20250530,2025-05-30,264,35,3,5,2025-05-30,2025-06-13,2025-07-02,33,19,5.7,1
L013737,20260303,2026-03-03,364,56,3,7,2026-03-03,2026-03-17,2026-03-17,14,0,0.0,1
L013738,20250928,2025-09-28,227,46,6,6,2025-09-28,2025-10-12,2025-10-12,14,0,0.0,1
L013739,20251116,2025-11-16,234,5,1,1,2025-11-16,2025-12-14,2025-12-14,28,0,0.0,1
L013740,20250111,2025-01-11,438,40,1,5,2025-01-11,2025-01-25,2025-01-25,14,0,0.0,1
L013741,20241028,2024-10-28,132,49,3,7,2024-10-28,2024-11-25,2024-11-25,28,0,0.0,1
L013742,20251218,2025-12-18,253,59,6,8,2025-12-18,2026-01-01,2026-01-01,14,0,0.0,1
L013743,20251120,2025-11-20,70,60,5,8,2025-11-20,2025-12-04,2025-12-04,14,0,0.0,1
L013744,20260224,2026-02-24,162,35,3,5,2026-02-24,2026-03-24,2026-03-21,25,0,0.0,1
L013745,20260305,2026-03-05,392,11,3,2,2026-03-05,2026-03-19,2026-03-16,11,0,0.0,1
L013746,20251124,2025-11-24,330,9,1,2,2025-11-24,2025-12-22,2025-12-19,25,0,0.0,1
L013747,20250926,2025-09-26,294,24,1,3,2025-09-26,2025-10-24,2025-10-21,25,0,0.0,1
L013748,20260501,2026-05-01,70,65,1,9,2026-05-01,2026-05-15,2026-05-13,12,0,0.0,1
L013749,20260128,2026-01-28,392,12,5,2,2026-01-28,2026-02-11,2026-02-10,13,0,0.0,1
L013750,20260406,2026-04-06,160,65,5,9,2026-04-06,2026-05-04,2026-05-04,28,0,0.0,1
L013751,20260529,2026-05-29,255,48,5,6,2026-05-29,2026-06-26,,2,0,0.0,1
L013752,20250527,2025-05-27,133,37,6,5,2025-05-27,2025-06-24,2025-06-24,28,0,0.0,1
L013753,20251228,2025-12-28,252,40,2,5,2025-12-28,2026-01-25,2026-01-25,28,0,0.0,1
L013754,20251216,2025-12-16,268,33,5,5,2025-12-16,2025-12-30,2025-12-30,14,0,0.0,1
L013755,20241231,2024-12-31,175,17,1,3,2024-12-31,2025-01-14,2025-01-14,14,0,0.0,1
L013756,20251126,2025-11-26,249,35,5,5,2025-11-26,2025-12-24,2026-01-06,41,13,3.9,1
L013757,20250605,2025-06-05,201,47,5,6,2025-06-05,2025-07-03,2025-06-30,25,0,0.0,1
L013758,20250614,2025-06-14,324,36,2,5,2025-06-14,2025-07-12,2025-07-26,42,15,4.5,1
L013759,20250102,2025-01-02,260,17,5,3,2025-01-02,2025-01-16,2025-01-30,28,14,4.2,1
L013760,20260107,2026-01-07,399,4,3,1,2026-01-07,2026-01-21,2026-02-03,27,13,3.9,1
