reservation_id,date_id,event_date,user_id,book_id,branch_id,category_id,reservation_status,wait_days,quantity
R002698,20250120,2025-01-20,213,31,2,4,fulfilled,1,1
R002699,20250421,2025-04-21,232,55,5,7,fulfilled,0,1
R002700,20241209,2024-12-09,38,57,2,8,fulfilled,0,1
R002701,20250110,2025-01-10,334,37,3,5,fulfilled,0,1
R002702,20251120,2025-11-20,114,9,2,2,cancelled,16,1
R002703,20260507,2026-05-07,101,1,5,1,pending,5,1
R002704,20251129,2025-11-29,446,44,2,6,fulfilled,8,1
R002705,20260313,2026-03-13,42,29,4,4,fulfilled,0,1
R002706,20250502,2025-05-02,435,22,4,3,fulfilled,3,1
R002707,20251030,2025-10-30,363,54,5,7,fulfilled,0,1
R002708,20240912,2024-09-12,201,44,5,6,fulfilled,0,1
R002709,20250416,2025-04-16,359,19,1,3,fulfilled,15,1
R002710,20240903,2024-09-03,242,67,1,9,fulfilled,0,1
R002711,20251227,2025-12-27,142,33,2,5,fulfilled,3,1
R002712,20260304,2026-03-04,286,3,6,1,fulfilled,0,1
R002713,20251020,2025-10-20,450,25,2,4,fulfilled,3,1
R002714,20250112,2025-01-12,234,42,1,6,cancelled,17,1
R002715,20241212,2024-12-12,344,4,5,1,cancelled,29,1
R002716,20240922,2024-09-22,99,4,2,1,fulfilled,16,1
R002717,20251209,2025-12-09,158,4,1,1,cancelled,15,1
R002718,20250410,2025-04-10,254,4,5,1,fulfilled,9,1
R002719,20260521,2026-05-21,3,30,1,4,fulfilled,5,1
R002720,20251231,2025-12-31,328,52,4,7,fulfilled,4,1
R002721,20251226,2025-12-26,22,11,4,2,pending,21,1
R002722,20241230,2024-12-30,426,11,5,2,pending,3,1
R002723,20250502,2025-05-02,310,2,5,1,fulfilled,5,1
R002724,20251211,2025-12-11,150,2,3,1,fulfilled,0,1
R002725,20250515,2025-05-15,432,15,6,2,fulfilled,0,1
R002726,20250710,2025-07-10,423,26,3,4,fulfilled,0,1
R002727,20251127,2025-11-27,271,27,2,4,cancelled,6,1
R002728,20250523,2025-05-23,449,52,1,7,cancelled,1,1
R002729,20250501,2025-05-01,102,66,2,9,fulfilled,0,1
R002730,20251203,2025-12-03,340,58,2,8,fulfilled,4,1
R002731,20250821,2025-08-21,415,36,6,5,fulfilled,0,1
R002732,20241212,2024-12-12,122,21,1,3,fulfilled,11,1
R002733,20260130,2026-01-30,294,4,1,1,fulfilled,1,1
R002734,20250929,2025-09-29,267,18,1,3,fulfilled,4,1
R002735,20260520,2026-05-20,363,12,6,2,fulfilled,0,1
R002736,20250409,2025-04-09,15,47,2,6,fulfilled,0,1
R002737,20250930,2025-09-30,345,9,2,2,fulfilled,6,1
R002738,20251118,2025-11-18,363,17,5,3,fulfilled,10,1
R002739,20260202,2026-02-02,196,19,2,3,fulfilled,6,1
R002740,20260524,2026-05-24,72,2,5,1,cancelled,19,1
R002741,20250626,2025-06-26,147,17,1,3,cancelled,12,1
R002742,20250905,2025-09-05,318,25,5,4,fulfilled,3,1
R002743,20250710,2025-07-10,71,11,3,2,fulfilled,0,1
R002744,20241216,2024-12-16,255,47,1,6,fulfilled,8,1
R002745,20260312,2026-03-12,199,64,5,8,fulfilled,8,1
R002746,20241022,2024-10-22,296,25,5,4,fulfilled,5,1
R002747,20260123,2026-01-23,294,1,1,1,cancelled,9,1
R002748,20260124,2026-01-24,138,56,5,7,fulfilled,5,1
R002749,20260507,2026-05-07,426,41,1,6,fulfilled,11,1
R002750,20250606,2025-06-06,196,30,4,4,fulfilled,16,1
R002751,20250901,2025-09-01,358,11,6,2,fulfilled,0,1
R002752,20260527,2026-05-27,437,15,3,2,fulfilled,0,1
R002753,20250531,2025-05-31,405,26,1,4,fulfilled,8,1
R002754,20250114,2025-01-14,298,46,2,6,fulfilled,3,1
R002755,20250108,2025-01-08,319,66,5,9,fulfilled,5,1
R002756,20241119,2024-11-19,203,70,2,9,fulfilled,0,1
R002757,20250303,2025-03-03,188,50,5,7,fulfilled,0,1
R002758,20251226,2025-12-26,350,33,5,5,cancelled,8,1
R002759,20250421,2025-04-21,398,41,6,6,fulfilled,0,1
R002760,20251209,2025-12-09,441,31,1,4,fulfilled,4,1
R002761,20241206,2024-12-06,286,10,6,2,fulfilled,0,1
R002762,20250602,2025-06-02,354,8,2,1,fulfilled,8,1
R002763,20250107,2025-01-07,306,63,1,8,cancelled,5,1
R002764,20251224,2025-12-24,348,37,5,5,fulfilled,3,1
R002765,20260107,2026-01-07,369,19,6,3,fulfilled,6,1
R002766,20251216,2025-12-16,171,32,6,4,fulfilled,0,1
R002767,20241016,2024-10-16,165,40,1,5,pending,0,1
R002768,20260212,2026-02-12,8,52,5,7,fulfilled,9,1
R002769,20251212,2025-12-12,215,4,1,1,pending,8,1
R002770,20260326,2026-03-26,273,64,5,8,fulfilled,5,1
R002771,20260415,2026-04-15,324,17,5,3,fulfilled,4,1
R002772,20251224,2025-12-24,111,38,5,5,fulfilled,7,1
R002773,20251223,2025-12-23,81,51,4,7,fulfilled,2,1
R002774,20251125,2025-11-25,333,25,5,4,cancelled,13,1
R002775,20251220,2025-12-20,32,4,4,1,fulfilled,24,1
R002776,20250304,2025-03-04,435,4,4,1,pending,1,1
R002777,20251218,2025-12-18,398,7,2,1,fulfilled,7,1
R002778,20260331,2026-03-31,133,35,6,5,fulfilled,0,1
R002779,20250311,2025-03-11,232,40,5,5,fulfilled,3,1
R002780,20250602,2025-06-02,95,3,2,1,fulfilled,8,1
R002781,20250529,2025-05-29,17,27,2,4,fulfilled,14,1
R002782,20251204,2025-12-04,194,19,3,3,fulfilled,7,1
R002783,20251202,2025-12-02,48,37,6,5,fulfilled,0,1
R002784,20251211,2025-12-11,434,25,5,4,cancelled,26,1
R002785,20241203,2024-12-03,426,65,5,9,fulfilled,6,1
R002786,20260502,2026-05-02,321,9,1,2,cancelled,10,1
R002787,20241224,2024-12-24,267,27,4,4,pending,2,1
R002788,20250320,2025-03-20,221,9,1,2,cancelled,11,1
R002789,20251118,2025-11-18,318,41,5,6,pending,13,1
R002790,20251114,2025-11-14,71,51,3,7,fulfilled,0,1
R002791,20241231,2024-12-31,439,64,3,8,fulfilled,0,1
R002792,20250419,2025-04-19,147,4,1,1,fulfilled,3,1
R002793,20260123,2026-01-23,217,11,4,2,fulfilled,6,1
R002794,20250926,2025-09-26,34,27,2,4,fulfilled,0,1
R002795,20260505,2026-05-05,249,40,2,5,fulfilled,12,1
R002796,20250625,2025-06-25,340,70,2,9,fulfilled,0,1
R002797,20250509,2025-05-09,316,25,3,4,fulfilled,4,1
R002798,20251221,2025-12-21,29,69,1,9,fulfilled,4,1
R002799,20251020,2025-10-20,334,1,3,1,fulfilled,0,1
R002800,20251014,2025-10-14,78,31,2,4,fulfilled,3,1
R002801,20250417,2025-04-17,366,4,5,1,fulfilled,2,1
R002802,20250605,2025-06-05,432,28,5,4,fulfilled,8,1
R002803,20240903,2024-09-03,190,49,5,7,fulfilled,4,1
R002804,20250203,2025-02-03,327,69,1,9,cancelled,4,1
R002805,20241005,2024-10-05,412,36,4,5,fulfilled,0,1
R002806,20260421,2026-04-21,233,17,6,3,fulfilled,0,1
R002807,20250601,2025-06-01,359,1,2,1,pending,24,1
R002808,20260526,2026-05-26,220,40,4,5,pending,13,1
R002809,20250624,2025-06-24,426,40,5,5,cancelled,12,1
R002810,20241111,2024-11-11,87,19,6,3,fulfilled,0,1
R002811,20251226,2025-12-26,2,33,1,5,fulfilled,15,1
R002812,20251118,2025-11-18,361,17,2,3,fulfilled,10,1
R002813,20251118,2025-11-18,170,4,1,1,cancelled,4,1
R002814,20260517,2026-05-17,443,11,5,2,fulfilled,20,1
R002815,20260307,2026-03-07,371,47,1,6,fulfilled,3,1
R002816,20251216,2025-12-16,347,47,2,6,fulfilled,10,1
R002817,20250514,2025-05-14,220,63,4,8,pending,2,1
R002818,20260310,2026-03-10,298,62,2,8,fulfilled,0,1
R002819,20250910,2025-09-10,170,9,1,2,pending,3,1
R002820,20260430,2026-04-30,418,64,6,8,fulfilled,0,1
R002821,20240907,2024-09-07,38,38,2,5,fulfilled,0,1
R002822,20260402,2026-04-02,234,19,2,3,fulfilled,17,1
R002823,20241230,2024-12-30,71,51,3,7,fulfilled,0,1
R002824,20250918,2025-09-18,278,9,1,2,pending,2,1
R002825,20251217,2025-12-17,34,42,2,6,pending,2,1
R002826,20251231,2025-12-31,70,45,1,6,fulfilled,4,1
R002827,20251211,2025-12-11,337,2,1,1,fulfilled,3,1
R002828,20250605,2025-06-05,191,36,6,5,fulfilled,0,1
R002829,20250612,2025-06-12,229,42,4,6,fulfilled,2,1
R002830,20260313,2026-03-13,240,64,2,8,fulfilled,0,1
R002831,20251104,2025-11-04,426,2,5,1,fulfilled,6,1
R002832,20250619,2025-06-19,209,35,5,5,pending,15,1
R002833,20241211,2024-12-11,69,42,1,6,cancelled,1,1
R002834,20250519,2025-05-19,294,17,2,3,fulfilled,25,1
R002835,20250706,2025-07-06,186,51,3,7,fulfilled,0,1
R002836,20260518,2026-05-18,138,32,4,4,fulfilled,2,1
R002837,20250526,2025-05-26,244,2,6,1,fulfilled,0,1
R002838,20240924,2024-09-24,194,30,1,4,fulfilled,7,1
R002839,20241220,2024-12-20,310,36,5,5,pending,6,1
R002840,20250114,2025-01-14,171,29,5,4,fulfilled,4,1
R002841,20241214,2024-12-14,426,55,5,7,fulfilled,5,1
R002842,20250409,2025-04-09,42,11,1,2,cancelled,4,1
R002843,20250508,2025-05-08,191,40,1,5,fulfilled,13,1
R002844,20251104,2025-11-04,187,27,1,4,pending,7,1
R002845,20250101,2025-01-01,137,35,2,5,pending,6,1
R002846,20241017,2024-10-17,73,26,6,4,fulfilled,0,1
R002847,20260525,2026-05-25,236,43,1,6,pending,6,1
R002848,20260122,2026-01-22,286,2,1,1,cancelled,5,1
R002849,20250303,2025-03-03,307,19,2,3,fulfilled,3,1
R002850,20251125,2025-11-25,115,20,1,3,pending,2,1
R002851,20260527,2026-05-27,129,18,2,3,fulfilled,7,1
R002852,20241202,2024-12-02,294,26,5,4,fulfilled,9,1
R002853,20260505,2026-05-05,327,25,1,4,cancelled,7,1
R002854,20251209,2025-12-09,191,64,1,8,fulfilled,2,1
R002855,20250326,2025-03-26,359,3,3,1,fulfilled,0,1
R002856,20260409,2026-04-09,267,4,5,1,cancelled,11,1
R002857,20260108,2026-01-08,294,1,1,1,pending,26,1
R002858,20241222,2024-12-22,222,4,1,1,cancelled,43,1
R002859,20241217,2024-12-17,268,70,5,9,fulfilled,11,1
R002860,20250321,2025-03-21,160,65,4,9,fulfilled,0,1
R002861,20251118,2025-11-18,342,15,5,2,pending,10,1
R002862,20250617,2025-06-17,350,19,5,3,fulfilled,10,1
R002863,20251219,2025-12-19,397,33,6,5,fulfilled,0,1
R002864,20260113,2026-01-13,365,3,2,1,cancelled,13,1
R002865,20241211,2024-12-11,127,35,6,5,fulfilled,0,1
R002866,20250320,2025-03-20,147,18,3,3,fulfilled,0,1
R002867,20250517,2025-05-17,44,58,3,8,fulfilled,0,1
R002868,20250101,2025-01-01,296,35,5,5,cancelled,30,1
R002869,20260527,2026-05-27,317,1,5,1,pending,16,1
R002870,20251021,2025-10-21,251,41,6,6,fulfilled,0,1
R002871,20250224,2025-02-24,203,71,1,9,fulfilled,0,1
R002872,20250513,2025-05-13,420,25,1,4,cancelled,21,1
R002873,20250211,2025-02-11,414,12,1,2,fulfilled,6,1
R002874,20260522,2026-05-22,234,25,1,4,fulfilled,15,1
R002875,20260404,2026-04-04,165,40,1,5,pending,11,1
R002876,20250423,2025-04-23,192,7,4,1,fulfilled,0,1
R002877,20260128,2026-01-28,449,56,2,7,fulfilled,0,1
R002878,20251226,2025-12-26,37,1,2,1,fulfilled,6,1
R002879,20260515,2026-05-15,254,26,4,4,cancelled,8,1
R002880,20250114,2025-01-14,380,71,2,9,fulfilled,0,1
R002881,20241115,2024-11-15,63,42,1,6,fulfilled,2,1
R002882,20251129,2025-11-29,60,9,1,2,cancelled,21,1
R002883,20260107,2026-01-07,331,65,6,9,fulfilled,0,1
R002884,20241031,2024-10-31,366,18,5,3,fulfilled,2,1
R002885,20251215,2025-12-15,341,69,2,9,fulfilled,0,1
R002886,20260305,2026-03-05,374,12,5,2,fulfilled,11,1
R002887,20251119,2025-11-19,162,35,5,5,pending,14,1
R002888,20251129,2025-11-29,41,41,5,6,fulfilled,18,1
R002889,20251129,2025-11-29,234,19,1,3,cancelled,24,1
R002890,20251216,2025-12-16,127,33,5,5,fulfilled,12,1
R002891,20260116,2026-01-16,338,32,5,4,fulfilled,11,1
R002892,20251120,2025-11-20,50,65,3,9,fulfilled,0,1
R002893,20250527,2025-05-27,346,17,2,3,fulfilled,16,1
R002894,20250409,2025-04-09,353,11,5,2,fulfilled,13,1
R002895,20250527,2025-05-27,399,4,3,1,fulfilled,11,1
R002896,20250228,2025-02-28,449,48,2,6,fulfilled,0,1
R002897,20260101,2026-01-01,20,62,6,8,fulfilled,0,1
R002898,20241217,2024-12-17,190,63,3,8,fulfilled,0,1
R002899,20260510,2026-05-10,281,9,5,2,pending,3,1
R002900,20250501,2025-05-01,237,63,3,8,fulfilled,0,1
R002901,20250213,2025-02-13,95,41,2,6,fulfilled,9,1
R002902,20260519,2026-05-19,398,46,2,6,fulfilled,2,1
R002903,20241224,2024-12-24,365,46,1,6,fulfilled,14,1
R002904,20260131,2026-01-31,426,11,1,2,pending,13,1
R002905,20250120,2025-01-20,278,27,2,4,fulfilled,2,1
R002906,20260106,2026-01-06,42,9,3,2,fulfilled,6,1
R002907,20250922,2025-09-22,217,9,2,2,fulfilled,8,1
R002908,20250524,2025-05-24,11,4,1,1,pending,11,1
R002909,20251223,2025-12-23,360,53,4,7,fulfilled,0,1
R002910,20250521,2025-05-21,251,44,6,6,pending,1,1
R002911,20250519,2025-05-19,289,61,2,8,fulfilled,0,1
R002912,20250912,2025-09-12,267,28,5,4,fulfilled,0,1
R002913,20251223,2025-12-23,414,51,1,7,fulfilled,6,1
R002914,20260530,2026-05-30,416,47,2,6,fulfilled,9,1
R002915,20260423,2026-04-23,262,27,4,4,fulfilled,0,1
R002916,20260507,2026-05-07,157,40,6,5,fulfilled,0,1
R002917,20260420,2026-04-20,127,25,5,4,pending,9,1
R002918,20250927,2025-09-27,222,23,1,3,fulfilled,0,1
R002919,20250903,2025-09-03,156,26,1,4,fulfilled,10,1
R002920,20251215,2025-12-15,296,17,5,3,cancelled,3,1
R002921,20260421,2026-04-21,132,31,3,4,pending,7,1
R002922,20260421,2026-04-21,81,49,4,7,cancelled,7,1
R002923,20250702,2025-07-02,363,31,5,4,pending,2,1
R002924,20260226,2026-02-26,365,1,2,1,fulfilled,10,1
R002925,20260408,2026-04-08,405,10,1,2,fulfilled,7,1
R002926,20251007,2025-10-07,234,1,1,1,cancelled,10,1
R002927,20260519,2026-05-19,57,63,1,8,cancelled,6,1
R002928,20251208,2025-12-08,389,42,6,6,fulfilled,0,1
R002929,20251024,2025-10-24,165,35,1,5,fulfilled,5,1
R002930,20260531,2026-05-31,250,52,6,7,fulfilled,0,1
R002931,20250421,2025-04-21,137,34,1,5,fulfilled,0,1
R002932,20250118,2025-01-18,294,11,6,2,fulfilled,2,1
R002933,20250813,2025-08-13,430,42,3,6,fulfilled,0,1
R002934,20250130,2025-01-30,252,27,2,4,cancelled,3,1
R002935,20260129,2026-01-29,375,25,3,4,fulfilled,0,1
R002936,20260114,2026-01-14,195,25,4,4,fulfilled,14,1
R002937,20251220,2025-12-20,376,44,1,6,pending,7,1
R002938,20250603,2025-06-03,153,21,2,3,cancelled,8,1
R002939,20250409,2025-04-09,138,29,4,4,fulfilled,0,1
R002940,20260529,2026-05-29,211,50,4,7,fulfilled,6,1
R002941,20250608,2025-06-08,294,18,2,3,pending,8,1
R002942,20260107,2026-01-07,221,14,4,2,fulfilled,16,1
R002943,20250516,2025-05-16,153,11,1,2,cancelled,14,1
R002944,20251014,2025-10-14,248,66,2,9,fulfilled,0,1
R002945,20250602,2025-06-02,212,40,5,5,fulfilled,2,1
R002946,20250619,2025-06-19,223,54,4,7,cancelled,3,1
R002947,20260528,2026-05-28,372,46,5,6,fulfilled,7,1
R002948,20260324,2026-03-24,409,63,6,8,fulfilled,0,1
R002949,20250423,2025-04-23,31,25,6,4,fulfilled,0,1
R002950,20240903,2024-09-03,394,42,3,6,fulfilled,0,1
R002951,20250606,2025-06-06,270,35,4,5,pending,15,1
R002952,20241031,2024-10-31,156,36,1,5,cancelled,2,1
R002953,20250930,2025-09-30,407,50,2,7,fulfilled,0,1
R002954,20241104,2024-11-04,135,4,3,1,fulfilled,0,1
R002955,20250929,2025-09-29,246,49,3,7,fulfilled,0,1
R002956,20260207,2026-02-07,414,27,5,4,fulfilled,2,1
R002957,20250123,2025-01-23,21,36,1,5,fulfilled,10,1
R002958,20241222,2024-12-22,325,40,1,5,fulfilled,3,1
R002959,20241205,2024-12-05,164,47,3,6,fulfilled,0,1
R002960,20250601,2025-06-01,190,4,1,1,cancelled,31,1
R002961,20250905,2025-09-05,242,67,5,9,fulfilled,0,1
R002962,20241229,2024-12-29,279,31,2,4,fulfilled,5,1
R002963,20251218,2025-12-18,125,27,5,4,fulfilled,12,1
R002964,20250902,2025-09-02,316,41,1,6,fulfilled,7,1
R002965,20250211,2025-02-11,162,38,3,5,fulfilled,0,1
R002966,20240917,2024-09-17,139,23,2,3,fulfilled,0,1
R002967,20251210,2025-12-10,287,47,2,6,fulfilled,1,1
R002968,20250603,2025-06-03,173,56,3,7,fulfilled,0,1
R002969,20250619,2025-06-19,164,42,2,6,pending,12,1
R002970,20251204,2025-12-04,245,25,1,4,cancelled,29,1
R002971,20260308,2026-03-08,431,26,3,4,fulfilled,0,1
R002972,20250508,2025-05-08,346,11,3,2,cancelled,9,1
R002973,20251215,2025-12-15,71,19,3,3,fulfilled,6,1
R002974,20251213,2025-12-13,217,15,3,2,fulfilled,0,1
R002975,20250227,2025-02-27,315,4,1,1,pending,6,1
R002976,20250110,2025-01-10,280,22,1,3,fulfilled,4,1
R002977,20260419,2026-04-19,220,40,4,5,fulfilled,9,1
R002978,20250121,2025-01-21,449,19,1,3,pending,8,1
R002979,20241105,2024-11-05,418,67,6,9,fulfilled,0,1
R002980,20250103,2025-01-03,165,34,1,5,fulfilled,1,1
R002981,20260305,2026-03-05,249,11,2,2,fulfilled,7,1
R002982,20260331,2026-03-31,215,31,1,4,fulfilled,7,1
R002983,20260318,2026-03-18,283,44,1,6,fulfilled,0,1
R002984,20250511,2025-05-11,17,27,2,4,fulfilled,2,1
R002985,20260430,2026-04-30,111,66,5,9,fulfilled,0,1
R002986,20260511,2026-05-11,211,31,4,4,pending,12,1
R002987,20250627,2025-06-27,325,35,1,5,fulfilled,8,1
R002988,20251231,2025-12-31,61,51,1,7,cancelled,11,1
R002989,20250103,2025-01-03,229,32,6,4,pending,2,1
R002990,20250620,2025-06-20,324,36,1,5,pending,6,1
R002991,20241204,2024-12-04,213,44,1,6,fulfilled,23,1
R002992,20260331,2026-03-31,411,65,5,9,cancelled,7,1
R002993,20250506,2025-05-06,416,70,5,9,fulfilled,16,1
R002994,20241010,2024-10-10,376,57,5,8,fulfilled,0,1
R002995,20250920,2025-09-20,154,41,2,6,pending,16,1
R002996,20250114,2025-01-14,404,9,1,2,pending,23,1
R002997,20251130,2025-11-30,160,70,4,9,fulfilled,5,1
R002998,20260114,2026-01-14,39,38,2,5,fulfilled,0,1
R002999,20250423,2025-04-23,327,26,1,4,fulfilled,11,1
R003000,20250824,2025-08-24,350,64,5,8,cancelled,3,1
R003001,20241216,2024-12-16,71,18,3,3,fulfilled,0,1
R003002,20251129,2025-11-29,417,64,1,8,pending,9,1
R003003,20251002,2025-10-02,237,42,3,6,fulfilled,0,1
R003004,20241203,2024-12-03,220,49,4,7,fulfilled,15,1
R003005,20260512,2026-05-12,70,63,5,8,cancelled,12,1
R003006,20260410,2026-04-10,104,29,5,4,fulfilled,0,1
R003007,20250404,2025-04-04,401,26,2,4,fulfilled,0,1
R003008,20251204,2025-12-04,100,69,1,9,fulfilled,1,1
R003009,20260327,2026-03-27,242,14,1,2,fulfilled,8,1
R003010,20241225,2024-12-25,439,44,3,6,fulfilled,0,1
R003011,20250618,2025-06-18,377,41,3,6,fulfilled,9,1
R003012,20251203,2025-12-03,305,3,6,1,fulfilled,0,1
R003013,20260316,2026-03-16,314,4,3,1,fulfilled,0,1
R003014,20260505,2026-05-05,186,35,3,5,cancelled,10,1
R003015,20250123,2025-01-23,371,20,1,3,cancelled,11,1
R003016,20260520,2026-05-20,274,36,1,5,pending,9,1
R003017,20250513,2025-05-13,49,56,1,7,fulfilled,26,1
R003018,20251120,2025-11-20,75,40,1,5,fulfilled,17,1
R003019,20250124,2025-01-24,363,42,5,6,fulfilled,23,1
R003020,20251125,2025-11-25,245,11,5,2,cancelled,2,1
R003021,20250914,2025-09-14,426,30,5,4,fulfilled,0,1
R003022,20241017,2024-10-17,397,60,4,8,fulfilled,0,1
R003023,20241231,2024-12-31,289,63,4,8,fulfilled,8,1
R003024,20250507,2025-05-07,443,52,5,7,fulfilled,1,1
R003025,20241227,2024-12-27,2,51,1,7,fulfilled,5,1
R003026,20241118,2024-11-18,201,49,5,7,fulfilled,5,1
R003027,20250509,2025-05-09,61,9,1,2,fulfilled,9,1
R003028,20251205,2025-12-05,129,42,1,6,cancelled,6,1
R003029,20260120,2026-01-20,234,55,1,7,fulfilled,2,1
R003030,20250614,2025-06-14,372,42,3,6,fulfilled,0,1
R003031,20250111,2025-01-11,281,49,5,7,cancelled,2,1
R003032,20260209,2026-02-09,153,62,6,8,fulfilled,0,1
R003033,20250903,2025-09-03,446,51,2,7,cancelled,11,1
R003034,20260118,2026-01-18,252,25,4,4,cancelled,15,1
R003035,20251231,2025-12-31,186,31,5,4,cancelled,16,1
R003036,20241210,2024-12-10,294,11,4,2,fulfilled,8,1
R003037,20250307,2025-03-07,11,19,1,3,cancelled,3,1
R003038,20260413,2026-04-13,244,22,5,3,fulfilled,0,1
R003039,20260127,2026-01-27,143,27,1,4,fulfilled,2,1
R003040,20240911,2024-09-11,360,43,2,6,fulfilled,0,1
R003041,20250709,2025-07-09,305,19,6,3,fulfilled,0,1
R003042,20251205,2025-12-05,399,1,3,1,pending,0,1
R003043,20251016,2025-10-16,72,9,5,2,cancelled,4,1
R003044,20250606,2025-06-06,71,9,3,2,fulfilled,3,1
R003045,20260108,2026-01-08,137,40,5,5,fulfilled,15,1
R003046,20241213,2024-12-13,402,25,5,4,cancelled,6,1
R003047,20260430,2026-04-30,427,51,3,7,fulfilled,0,1
R003048,20251117,2025-11-17,342,20,1,3,fulfilled,6,1
R003049,20260412,2026-04-12,216,60,4,8,fulfilled,0,1
R003050,20260516,2026-05-16,246,54,2,7,fulfilled,1,1
R003051,20251029,2025-10-29,138,49,2,7,cancelled,1,1
R003052,20240902,2024-09-02,306,64,2,8,fulfilled,0,1
R003053,20241031,2024-10-31,440,9,1,2,cancelled,6,1
R003054,20260212,2026-02-12,97,25,6,4,fulfilled,0,1
R003055,20251203,2025-12-03,126,25,2,4,pending,7,1
R003056,20250806,2025-08-06,203,64,1,8,fulfilled,6,1
R003057,20250911,2025-09-11,378,17,5,3,pending,9,1
R003058,20250501,2025-05-01,289,69,2,9,fulfilled,0,1
R003059,20241120,2024-11-20,324,40,2,5,fulfilled,15,1
R003060,20250919,2025-09-19,310,66,2,9,fulfilled,0,1
R003061,20250922,2025-09-22,55,32,5,4,fulfilled,0,1
R003062,20250122,2025-01-22,314,3,1,1,fulfilled,18,1
R003063,20250414,2025-04-14,429,64,6,8,fulfilled,0,1
R003064,20250421,2025-04-21,32,9,4,2,pending,4,1
R003065,20241206,2024-12-06,234,1,1,1,fulfilled,4,1
R003066,20250310,2025-03-10,371,23,5,3,fulfilled,3,1
R003067,20260522,2026-05-22,162,38,2,5,fulfilled,0,1
R003068,20240908,2024-09-08,50,25,3,4,fulfilled,0,1
R003069,20250116,2025-01-16,242,25,1,4,cancelled,4,1
R003070,20260210,2026-02-10,53,43,2,6,fulfilled,0,1
R003071,20250526,2025-05-26,294,31,1,4,fulfilled,3,1
R003072,20241003,2024-10-03,359,17,3,3,pending,3,1
R003073,20260114,2026-01-14,205,68,6,9,fulfilled,0,1
R003074,20260424,2026-04-24,236,40,1,5,pending,6,1
R003075,20241127,2024-11-27,260,17,3,3,fulfilled,0,1
R003076,20250102,2025-01-02,265,47,3,6,fulfilled,0,1
R003077,20260513,2026-05-13,347,71,2,9,fulfilled,0,1
R003078,20251031,2025-10-31,316,11,3,2,fulfilled,0,1
R003079,20241220,2024-12-20,344,20,2,3,fulfilled,6,1
R003080,20251223,2025-12-23,255,5,1,1,fulfilled,12,1
R003081,20251231,2025-12-31,140,35,3,5,cancelled,5,1
R003082,20241224,2024-12-24,147,9,1,2,cancelled,12,1
R003083,20250512,2025-05-12,362,4,2,1,fulfilled,4,1
R003084,20260301,2026-03-01,386,11,1,2,fulfilled,10,1
R003085,20250204,2025-02-04,138,9,1,2,pending,16,1
R003086,20251127,2025-11-27,71,40,6,5,fulfilled,0,1
R003087,20260125,2026-01-25,206,55,1,7,fulfilled,2,1
R003088,20241112,2024-11-12,384,17,1,3,cancelled,6,1
R003089,20260112,2026-01-12,365,51,2,7,fulfilled,8,1
R003090,20251216,2025-12-16,71,4,2,1,cancelled,5,1
R003091,20260213,2026-02-13,101,29,6,4,fulfilled,0,1
R003092,20250620,2025-06-20,75,56,5,7,fulfilled,10,1
R003093,20251209,2025-12-09,341,64,3,8,pending,5,1
R003094,20251002,2025-10-02,241,27,2,4,fulfilled,0,1
R003095,20260109,2026-01-09,441,4,1,1,pending,16,1
R003096,20260107,2026-01-07,194,19,1,3,cancelled,3,1
R003097,20251211,2025-12-11,384,13,5,2,pending,14,1
R003098,20241219,2024-12-19,385,47,6,6,fulfilled,0,1
R003099,20260402,2026-04-02,432,52,5,7,fulfilled,1,1
R003100,20260430,2026-04-30,249,69,3,9,fulfilled,0,1
R003101,20250425,2025-04-25,50,51,1,7,fulfilled,3,1
R003102,20251211,2025-12-11,412,4,1,1,pending,18,1
R003103,20250405,2025-04-05,187,41,2,6,fulfilled,7,1
R003104,20250501,2025-05-01,419,52,1,7,fulfilled,14,1
R003105,20241213,2024-12-13,250,19,4,3,cancelled,11,1
R003106,20250411,2025-04-11,196,3,5,1,pending,7,1
R003107,20241230,2024-12-30,39,63,3,8,fulfilled,0,1
R003108,20250114,2025-01-14,350,19,5,3,pending,14,1
R003109,20260315,2026-03-15,321,12,5,2,fulfilled,10,1
R003110,20260522,2026-05-22,441,54,1,7,fulfilled,2,1
R003111,20251008,2025-10-08,231,35,3,5,fulfilled,0,1
R003112,20260507,2026-05-07,380,9,2,2,fulfilled,2,1
R003113,20260305,2026-03-05,353,15,5,2,pending,5,1
R003114,20250124,2025-01-24,289,67,2,9,fulfilled,0,1
R003115,20251209,2025-12-09,337,12,3,2,cancelled,4,1
R003116,20260316,2026-03-16,204,20,4,3,fulfilled,9,1
R003117,20241226,2024-12-26,397,41,4,6,fulfilled,15,1
R003118,20251221,2025-12-21,426,45,5,6,fulfilled,5,1
R003119,20251219,2025-12-19,14,40,2,5,fulfilled,2,1
R003120,20260107,2026-01-07,217,15,3,2,fulfilled,0,1
R003121,20250116,2025-01-16,78,12,2,2,cancelled,3,1
R003122,20260211,2026-02-11,140,40,3,5,fulfilled,0,1
R003123,20241014,2024-10-14,301,29,2,4,fulfilled,0,1
R003124,20250502,2025-05-02,198,64,3,8,pending,4,1
R003125,20240919,2024-09-19,82,22,5,3,cancelled,4,1
R003126,20251228,2025-12-28,334,15,1,2,cancelled,17,1
R003127,20250527,2025-05-27,414,31,5,4,pending,2,1
